content,aspect,sentiment,from,to
"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,0,50,55
the menu is limited but almost all of the dishes are excellent.,dishes,2,42,48
"the crispy chicken wasn't for us, though.",crispy chicken,0,4,18
i would definitely recommend sea if you like thai cuisine !,thai cuisine,2,45,57
"always a nice crowd , but never loud.",crowd,2,14,19
someone else recommended the dessert - we also left that.,dessert,0,29,36
"it saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,0,38,43
while the food was good (certainly no il mulino) the service was horrendous.,service,0,53,60
"the food was pretty good, but a little flavorless and the portions very small, including dessert .",dessert,0,89,96
we ate outside at haru's sake bar because haru's restaurant next door was overflowing.,bar,1,30,33
pair you food with the excellent beers on tap or their well priced wine list.,priced,2,60,66
"meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,1,43,52
"i recommend the garlic shrimp, okra (bindi) , and anything with lamb.",okra (bindi),2,31,43
i particularly love their yellowfun tuna and their mussel selection .,mussel selection,2,51,67
"with the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,0,26,37
"good french restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at katz' deli, or mexican food which is supplied by capable restaurants.",mexican food,1,135,147
"it costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,0,74,78
the menu is limited but almost all of the dishes are excellent.,menu,0,4,8
taj mahal offeres gret value and great food .,food,2,39,43
"it saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,0,24,31
the place was real empty but that was because this was the first sunday they ever opened.,place,0,4,9
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food portions,0,42,55
incredibly poor service an food quality at exorbitant prices.,food quality,0,27,39
salads are a delicious way to begin the meal.,salads,2,0,6
the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,2,4,8
my friend's food was also the complete opposite of what it's supposed to taste like (and look like).,food,0,12,16
"service was warm and attentive, beef carpaachio was exellent (huge portion ) and pasta was fresh and well-prepared.",portion,2,67,74
"i understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,2,128,136
the fries are yummy.,fries,2,4,9
"it's really also the service , is good and the waiters are friendly.",service,2,21,28
"from the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",dim sum,2,32,39
we've been to grocery three times and not once has an item on the menu disappointed.,menu,2,66,70
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,0,95,99
"i must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu , prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,2,186,190
really tasty spring rolls and noodles for a good price though.,price,2,49,54
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,2,80,87
"first, the waiter who served us neglected to fill us in on the specials, which i would have chosen had i known about them.",waiter,0,11,17
"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,2,4,14
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,2,109,115
the service is a little scatty at times but all is forgiven when the food arrives.,food,2,69,73
the spicy tuna roll is huge and probably the best that i've had at this price range.,tuna roll,2,10,19
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,0,21,27
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,service,0,91,98
"quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",quality of food,2,0,15
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,2,4,23
"their calzones are horrific, bad, vomit-inducing, yuck.",calzones,0,6,14
"this place doesn't compare with mamoun's in terms of price , freshness, value, and consisent quality, but that's just my opinion.",price,0,53,58
"had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,1,19,26
"solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,2,47,53
"i've been to this restaurant more than a dozen times and when i'm craving for pho , lemon grass chicken or beef cube on rice, this is the place to go.",pho,2,78,81
the prices and ambience are especially great considering it's in the west village.,ambience,2,15,23
"great wine list , reasonably priced.--sara",wine list,2,6,15
"the food was delicious (i had a halibut special , my husband had steak), and the service was top-notch.",halibut special,2,32,47
rao's has the best service and atmosphere in nyc.,service,2,19,26
"our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,2,14,19
"decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",decor,2,0,5
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan food,1,243,255
we ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,2,76,81
"but their best dish is thh thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,2,85,89
a++   the service was good to excellent along with the attitude.,service,2,10,17
"frankly, when you compare what you can have here for lunch , versus mcds or so many other sandwich shops in the city, there is no comparison.",lunch,2,53,58
